file,patch_number,block,patch_length,patch_position,n_trials,beta_power_avg,frontal_asymmetry,aperiodic_exponent_avg,aperiodic_offset_avg,central_freq_avg
43000_processed.fif,3,pre-stress,7,early,3,1.1067210598042391e-13,0.8383787691545107,1.6037339850010663,-11.656270620402116,21.38113500791248
43000_processed.fif,3,pre-stress,7,mid,2,9.948466851301701e-14,0.7298688146280394,1.9031700534540643,-11.213015151557197,23.960588190422342
43000_processed.fif,3,pre-stress,7,late,2,1.0677468248043383e-13,0.6999056960738468,1.2052645570319682,-12.183669820509706,15.999434864795514
43000_processed.fif,3,pre-stress,7,leave,1,9.380649613741316e-14,0.5068335922826037,1.4826019378753874,-11.794586416993498,18.29541257368458
43000_processed.fif,4,pre-stress,7,early,3,1.147915232656611e-13,0.6138544342873438,1.6946101468685617,-11.46261343530994,20.690191473071852
43000_processed.fif,4,pre-stress,7,mid,2,1.0545500924111324e-13,0.6469650091902288,1.119952317985188,-12.28103466972411,19.62670278100361
43000_processed.fif,4,pre-stress,7,late,2,1.1773629773240011e-13,0.8121074124682064,2.2707204035451474,-10.653873826911767,25.93872897074145
43000_processed.fif,4,pre-stress,7,leave,1,1.0491907726977665e-13,1.0834643788081948,1.3170404122611354,-12.053959907560658,15.41297148992006
43000_processed.fif,5,pre-stress,6,early,2,1.176745133706432e-13,1.0016658981778797,1.422687705032827,-11.821759385496378,14.858448733829233
43000_processed.fif,5,pre-stress,6,mid,2,1.1281391391014646e-13,1.0769627850303376,1.8263993585668195,-11.303414996846389,29.06942831099716
43000_processed.fif,5,pre-stress,6,late,2,1.0535955416707801e-13,0.7048024030637308,2.49707164855484,-10.297804304829292,33.18131156530842
43000_processed.fif,5,pre-stress,6,leave,1,1.0437002952341638e-13,0.9397622329747115,1.9927352097641025,-11.049926614540226,27.558894144273555
43000_processed.fif,6,pre-stress,11,early,4,1.1604570356945745e-13,0.5969732708504152,2.172891511728898,-10.733893266303511,26.961751330332348
43000_processed.fif,6,pre-stress,11,mid,4,1.0296999563221938e-13,0.6648826133154202,2.116982544985633,-10.844752236276864,28.49289526313297
43000_processed.fif,6,pre-stress,11,late,3,1.2338988223918742e-13,0.6221916446222089,2.0526953383087836,-10.940308814943942,26.24348499483735
43000_processed.fif,6,pre-stress,11,leave,1,8.461247822894374e-14,1.19937898629275,1.4283760254534514,-11.986136135895745,17.987400721363773
43000_processed.fif,7,pre-stress,13,early,5,9.86984026780916e-14,0.8570647352247341,1.6213120818652218,-11.671700248953877,20.346489502397322
43000_processed.fif,7,pre-stress,13,mid,4,9.321199679373752e-14,0.8696991029780712,1.8739969151828397,-11.325247665214956,22.44842108414813
43000_processed.fif,7,pre-stress,13,late,4,1.4194753814475455e-13,0.9880472371509894,1.7874154203525263,-11.307479596279185,28.17535500520885
43000_processed.fif,7,pre-stress,13,leave,1,9.969444775666282e-14,0.9293245096350162,1.4146807697742965,-11.885618690062131,16.362760543846733
43000_processed.fif,8,post-stress,26,early,9,1.1278519656392185e-13,0.8071237041488987,1.9009935536300802,-11.13801775736683,27.393646044278185
43000_processed.fif,8,post-stress,26,mid,9,1.2020846308634758e-13,0.8438335254846395,1.9296978388028887,-11.050268096965167,24.835681610392438
43000_processed.fif,8,post-stress,26,late,8,7.1835863976836e-14,0.26053012659001196,2.0538947548857087,-11.213277972793744,22.3411742147262
43000_processed.fif,8,post-stress,26,leave,1,6.854904762292156e-14,-0.30699741223194366,1.818967961535664,-11.525549065653516,19.863602248174164
43000_processed.fif,9,post-stress,14,early,5,2.126943395497405e-12,0.04648656576294101,1.4563965392675748,-11.487004953782481,17.724278422871443
43000_processed.fif,9,post-stress,14,mid,5,7.615336408584012e-14,0.02020566047820225,2.14409251757829,-11.015437536720862,26.077075281420917
43000_processed.fif,9,post-stress,14,late,4,8.651651787719637e-14,-0.024777326046941717,1.904122014630277,-11.336767905135181,16.863365887913115
43000_processed.fif,9,post-stress,14,leave,1,8.211217477466678e-14,0.48553500767630453,1.5499135098257055,-11.859089060392526,15.181492407915778
43000_processed.fif,10,post-stress,12,early,4,7.754669643398559e-14,0.2851684409041395,1.8345005582347667,-11.479864895946292,18.671286027173068
43000_processed.fif,10,post-stress,12,mid,4,8.568860586027045e-14,0.02603579420270652,1.6357835001887553,-11.651752553671342,16.975374994337784
43000_processed.fif,10,post-stress,12,late,4,8.736452176111382e-14,0.2407158825054081,1.8642212068665405,-11.36207755380999,22.47880752619236
43000_processed.fif,10,post-stress,12,leave,1,8.627781437141782e-14,0.08253369021998935,2.252095119202296,-10.645851252390422,34.10752460738344
43000_processed.fif,11,post-stress,8,early,3,9.071393608782376e-14,0.31671717031526353,2.069451293695589,-10.98089266493605,26.015776234084296
43000_processed.fif,11,post-stress,8,mid,3,9.61876366531301e-14,0.29935341082980454,2.458141810067391,-10.505504803711945,27.493160830557745
43000_processed.fif,11,post-stress,8,late,2,7.884778541243029e-14,0.14044517300158432,1.492111299568419,-11.873220241133694,17.879078445862525
43000_processed.fif,11,post-stress,8,leave,1,6.42469053388973e-14,0.5657355842116623,1.7865040654554114,-11.543297069754873,15.99030608164214
43000_processed.fif,12,post-stress,9,early,3,1.1195078945926958e-13,0.40085134580726134,1.6869428685304186,-11.53449630431475,24.323214147229503
43000_processed.fif,12,post-stress,9,mid,3,8.797445202239285e-14,0.35314195698331,2.1817145842548142,-10.888493096344874,27.3834632426278
43000_processed.fif,12,post-stress,9,late,3,9.9256875067948e-14,-0.0030913607841232724,1.5627287285023999,-11.735179183500753,20.625189668636853
43000_processed.fif,12,post-stress,9,leave,1,9.66449187184208e-14,0.19216039381636563,2.675891055717729,-10.166613957007318,30.125990367490413
43000_processed.fif,13,post-stress,10,early,4,8.546113204394091e-14,0.11410837538390695,2.1044749754794525,-11.009064349088655,24.043085221483516
43000_processed.fif,13,post-stress,10,mid,3,8.730221416114049e-14,0.30927751883076365,1.7595352568375031,-11.502811098409753,21.811152992906845
